content,annotation
 I wish I had a Christmas vacation.  Damn Facbook and its holiday perks!,0
 I hate that I couldn't guess MJ  that songs an obvious classic. Guess I need to take some time and listen to the 70s groove.,0
 I think they'd say fuck you right back lol.,0
 I hate when you get stuck out in the cold wearing cons.,0
 this should have ended months ago  sucks.,0
 he said don't hate....,0
 yeah. It's ugly! And their rebounding sucks!,0
 i always fall on ice! It's my third time this winter! Ugh i hate snow sometimes.,0
 GO pkzwrt's hommy Barry's ex-scharrel de lijst regelaares! (damn!),0
 Sonic CD and the Lunar games... might also try to go for Third World War and Popful Mail if I absolutely lose my fucking mind.,0
 hey praying for u man. I hate strep,0
 I didn't think about drinking every time she said \maverick.\ Damn. Could have done it every time she talked about energy  too.,0
 Cool. I live in Seattle where the wind pretty much sucks (it's like San Diego  but Northier). So  I usually go to Hawaii 4 my fix,0
 i heard traffic going to fart chips land!!! some crazy ass accident,0
 stop being a pussy. you look hot.,0
 Uh  I don't really have a people preference. LA comes in last (hate the sprawl  lack of transportation  etc  it's not a \city\).,0
 yup  those are kick ass.  great job.,0
 That sucks beans. What will give it the zest of life? The bite of beautiful fruit? Even the audacious appeal of deliciousness?,0
 we lose perspective living around so many fit austinites. I freak every time im in htown b/c of all the public smokers.,0
 damn... i was just thinking of a cablazo this morning.,0
 Fight the good fight. I sympathize. I hate to update! And W P is goshzillions better than what I had!,0
 hey umm.. talisa  even tho I don't give a rats ass bout this shit   | talisa  the damn monkey mail doesn't come on monday lol,0
 imma be as nice as possible alrite. talisa how the fuck do I kno? do I watch da disney channel' ? uhh. . noo nigga lol,0
 thats not cold. its 4 fucking degrees here with a wind chill of -5! thats damn cold!,0
 damn  you twitter like crazy!,0
 oh ok..so technically u dont need that specific class...ok cuz i was about to say 2010  wtf? not for some dick lmao,0
 I hate the iPhone censorship  as I use the words that are auto-corrected to \shot\ and \duck\ quite frequently.,0
 That is a massive FAIL. (I am being facetious  here.) I hate low-calorie anything  & it shows. LOL,0
 already looking at 5 shows so damn excited hope to do SPAC,0
 Cool - I've arrived. It's about damn time too....Merry Christmas Doll!,0
 saw that cunt thrown in,0
 @jackienopants I an wistfull that it will happen soon..damn sick of being on my own...one more week an counting,0
 Meant 60s vaguely-lived in one 1980-91  still connected somewhat. Would you live that way again? I hate too many mtgs!,0
 It's 53 here and supposed to be 25 by noon. Talk about a drop in tempature. The wind was howling all night. I hate winter!,0
 Did you just call your mum a cunt? :O,0
 mega pig out foodie session for you today!,0
 You mean GMail Contacts doesn't hate me personally? I'm relieved! (Though I don't get a Forbidden  it just keeps loading forever),0
 BALLIN! on another note i hate nursing school why do i have to sit here and learn about the latest forms of birthcontrol wth!,0
 Oh  I hate those things! Can you imagine if you were color blind  or dislexic (sp?).,0
 Don't you hate that! BL is always on when I'm eating dinner and having my relax drink. Ugh!,0
 U gave me ur insomnia Im drinkin mountain dew and blastin 50cent  I've lost my damn mind.,0
 sadly i did have ideas stolen  more than once so now i'm a paranoid freak about it ... but I trust you  you like legos.,0
 that gem fucking with santogold and kanye west is fucking sick! love it.,0
 the man has talent and makes some damn good music. But he overrates himself sometimes.,0
 dammit miller  that was from jes again...justin likes to auto log in on this damn crack site and i forget. doh!,0
 ...eatin' brownies like a retard! meah!,0
 New Hampshire. They have receieved a reported 'metric ass ton' of snow. How's Detroit hanging in there?,0
 That Cole lyric made me think of: I'm a kreep  I'm a loser You're so very special  I wish I was special. http://zi.ma/373a67,0
 Well  it's @ElysiumGWJ 's turn. Noone takes @Certis seriously  and @Demiurge and @GWJRabbit get the hate mail all the time.,0
 I hate milk! Egg nog sounds gross may b I'll try it this yr. U can mix it with Amaretto...that I may do.,0
 & @VIChick: I feel as tho I spend every weekday waiting 4 the weekend. Then I spend the weekend dreading the damn work week.,0
 Um...sorry  Yatty. HATE shopping this time of year. Do everything online. Good luck  though!,0
 That would freak me out if all my cards suddenly stopped.,0
 I hate it when they do that :3,0
 ya. Luckly that hasn't happened in years. Sucks backing a semi just over half a mile.,0
 CALIFORNICATION is about fucking  and how awesome it is to be David Duchovny and fuck hot young girls. Which is probably true.,0
 broke freezing my ass off with -1 temps & ice lol.  Ross,0
 Putting pants on sucks lol. Ross,0
 Not 2 fuck up my life. Ross,0
 I hope u had a kick ass day.  Ross,0
 The \need work may have a piss test\ curse,0
 man Im coming to Santos tonight  ya'll sound like having a funky good time on a snowy ass day let alone a good day Im there,0
 http://twitpic.com/xn5j - I want to suck your hard cock ....untie you and cum all I over my  face over lord Saltan.,0
 i'm just getting over my sickness. It sucks. Feel better.,0
 I know...it sucks. Tomorrow night!,0
 I know! To be fair he's been working on law school apps all day. I already hate law school and he hasn't even started yet! :),0
 i kno u hate me but r u ok? Im always here for u if u need me.,0
 during the week I'm more blk polo/cargo pants/white runners kinda guy. I pull out the nerd stuff for those who appreciate it.,0
 tired as fuck and wish I was with you right now!,0
 im jealous lol.  u better protect the penis at all times i dont care how cute YOU thought she was lol Hate hate hate,0
 It's dry with fruit tones. Used to HATE anything but Clicquot before I tried Korbel Natural...,0
 It is? I have been cybershopping for everything this year. I hate going into the store. Amazon.com is my retailer of choice. ;-),0
 I mix the low fat vanilla w/ the toffee to save some calories.,0
 When we played the Star Wars drinking game  Pat chose to drink whenever the robots acted gay. He was trashed 10 minutes in.,0
 Dude  the Melodramatist would be a good stage name for an emo musician. Or a magician. I think you could do either! :-),0
 yep. have some kind of infection in my foot. might be gout. sounds gross! hurts tho & i hate meds. make me sleepy! how you?,0
 I hate moping. It's horrible. Mum makes me mop the kitchen floor sometimes and I always want to dieeeeeeeee.,0
 yeah. the name didnt mean anything to them lol. i dun got death threats  hate mail. been blocked by people i dont even know lmao.,0
 - There there *hugs* Nobody sucks in relationship. Maybe it's about timing and the people :) It's OK.,0
 - Uh... Fail Whale? What Fail Whale? *whistling non-chalantly*,0
 lmao  yea i know i hate it D:,0
 figures...i hate when channels advertise for other channels...,0
 gah. Hard to know which team to hate more. Usually the Bears  but maybe not this year.,0
 well  damn  I thought we'd come to Florida. (Dream on  Karen.),0
 I gave up on lighting hell this year. Got a 9 ft. pre-lit fake.  Love the smell of real but hate creating demand for tree killin',0
 o Zacky i'm sorry that sucks!,0
 oi vey...sorry about the plumbing-i was standing in 2inches of water in my basement last night.  merry fucking holidays :-),0
 That's one thing I noticed when I first installed it too. Damn thing took over my preferences.,0
 Lucky me  no snow in Hazel Park at least not yet. 2 inches expected . Daily fat burning walk to the end of my driveway  again.,0
 Ooh  that sucks! Maybe it'll still turn up though. I've had pkgs get lost only to be found 3 wks later.,0
 That sucks. My flight was delayed an hour. What terminal are you at?,0
 damn why doesn't thwirl have spell checker?? But actually the ones the girls decorated are a bit on the mean side  hard to ice smiles,0
 (avec un retard de 5 heures) Bonjour Semio!,0
 omfggg facebook's being such a cock tonight.,0
 I'm gonna use meebo and use it for my AIM account. I need to update too. I'm being such a lazy-ass XD,0
 Thanks!  I hate not being able to do what I know is simple.  I'll DM her and deal with this tomorrow.,0
 ur not emo becka,0
 fuck em.... youre a nice guy.,0
 i'm going to read so that i hate myself a little less.,0
 I'm sure!! I despise cleaning  although I'm an organization freak!,0
 That's what sucks: I don't actually get to do it. I just had to prove I could plan it out. -KayCee,0
 a day like that'll make anyone a bitch  though. -KayCee,0
 you need to eat more beets and freak them out next time.,0
 I've been using thunderbird but am damn near ready to chuck it. too many smtp problems. three different servers points to client.,0
 @steph125 says fag... no one likes jacob...  and im starting to  question ur 2nd to last twitter...,0
 it contains 610 calories  330 from fat...,0
 #NAME?,0
 #NAME?,0
 For the record  it's fucking freezing...,0
 During hurricane Ike our power was out for 5 days  others for 2 weeks or more.  It really sucks after day 2.  Uggg  be well.,0
 Call Guiness...the book not the beer.  You may be the 2008 iPhone App King-O-Rama gold medal winner. How many do you hate all in?,0
 Downey is a freak of actor nature - he makes every character magnetic.  It was a winner.,0
 They are hungry for democracy - most Westerners are fat  happy  complacent.  Brave New World v. 1984. Pleasure beats pain.,0
 thank u! And damn that's a super long list.,0
 it is one of my lesser performances. Iz kinda like fat elvis vs. young elvis.,0
 why do i look so fat?,0
 the snow storm you're having could possibly be the same one we had Friday it was horrible like 20-30cm of snow. I hate metrics,0
 Damn that sounds so good I got fat just reading it  haha.,0
 Yes  one of my fave movies... of... alll.... fucking time!,0
 Damn.  That is a beautiful car.,0
 yup!  Fat Albert is next,0
 thanks  I'll give it a try... Just took a sudafed even tho I hate taking meds while preggers....see if that helps,0
 Man up pussy. NO SMOKES FOR U!!,0
 you hate is soooo cute though. &#9786;,0
 oooh I had the sneezes for three days.  Dr. said it was going around but I had no other symptoms.  I hate to sneeze1 Fine now.,0
 You went to the Fisher house? That is so cool! We finally made it to LA! 9 hours in the car sucks.,0
 Just got it in !! quick little 15 min with a run up 6 flights !!! damn that cold air almost couldnt breathe !!,0
 @homebasenyc Alice don't believe anything this kid says !!! I hate him  but only cause I love him so much..*sigh*,0
 I know! Will it ever end? I hate these weekend renovators  it goes on for years!,0
 being a control freak... it's like mental therapy to do stuff like Ann's.,0
 I hate doing laundry PERIOD,0
 hate MobileMe...but I host my website on there...,0
 I hate the nod drivin. I got it about -10 in here & tryin 2 stay btwn the lines. Jesus help me!,0
 Yeah  send me ur Wii number and Kart number. Ill send you mine. I will be happy to hand u ur ass in some Kart soon.,0
 Unfortunately it's just beginning.  I hate winter too.,0
 I HATE my white trash christmas outfit its terrible i look terrible and fat in it.  I dont know if i can do it.,0
 are we going to see u in 2 wks?  Sorry life sucks (move to Fla! you know it would be fun),0
 finally someone reviews Death Proof and understands the film and why it's fucking awesome.,0
 You have to work tomorrow... sucks. balls. are you working today?,0
 damn how much did we end up with on the ground?,0
 Are you saying it's a gift for people you feel little emotion for cuz I gave some to @ggilmore and he's my private dick... detective!,0
 damn....I'm totally food aroused right now. HOT!,0
 headed back to NC Thursday. Today DC American History Museum. I'll be the extra fat one in too small jeans. ah holidays...,0
 I will vent/blog/whine about my poor character judgment skills  and ponder all the jollities a divorce has to offer. And be emo.,0
 Like Dick Cheney has an issue maybe?,0
 I haven't seen the movie but I read the book and sobbed. But I already know I'm a nerd.,0
 You're content coz you have The Kooks!!! They're so damn feel good!,0
 Weird. I read online that they helped. It could be this kind of apple too  they are pretty sweet. DAMN!,0
 thanks! Sucks.. Its hard for me to let go of players that have been on the team since i started watching lol,0
 no prob.. that's a good point! =( man this sucks...,0
 you're so lucky! Then again its understandable with the weather over there. Still lucky. I hate school =(,0
 I'm finally beginning to think that maybe I'm not so alone out here in nerd-land =),0
 Oh lots of them.  I mostly want the snow to look at and play in here.  Not big into skiing or boarding :P I'm a total loser!,0
 damn!! man tell me her name :D,0
 because someone that im not friends with anymore bought the shoes that i want just to piss me off. but im better now.,0
 that sucks just saying ~*Krystle*~,0
 Well I'm sure you'll feel better w a little Jizz in your pants over Heath. BTW  Jizz was so NOT this year's Dick in a Box!,0
 will have 0the radio on Monday 4 all ur favorite Xmas tunes! paybks r a bitch and so am i. *Kate Souter*,0
 fucking beautiful shoes.,0
 i'm giving you a heart cuz i'm assuming this is me and byron  if not i hate u but here &lt;3,0
 Cool buddy!  @tomvenuto 's new book The Body Fat Solution gets released on Thursday if you can help let me know,0
 Yo Scott  @tomvenuto is launching Body Fat Solution book on Friday...  Any chance you can mail that day my friend?,0
 and people are always telling me they hate research ha ;),0
 sucks your sick on X-mas.  Hope you're feeling better.  Drink lots of egg nog...  w/ RUM!,0
 #NAME?,0
 Pause and type quick notes  then edit at the end. I'd use a recorder but I hate transcribing. It's really helped my typing speed.,0
 it's colder here. I hate snow.,0
 sucks that the Source link is wrong,0
 #NAME?,0
 finally it took too damn long,0
 I love fat albert!,0
 but is it colder than penguin pussy?,0
 At least I didn't get the candles that I stole...stolen.  I lucked out. The case of Fat Boys was also popular this year.,0
 marerockcity fuck yes!  That's great have a safe drive,0
 I'm so dropping the ball today homie. I'm like damn near dead  I'm so tired. Reschedule??? Sowwwyyyy,0
 i know you hate cold weather  but if you get to see snow in indy  i will be jealous! i haven't seen snow in foreverrr.,0
 safe travel tomorrow..back to reality--it sucks  I know..,0
 damn..impressive,0
 good morning Alexa!  Go kick some ass!!,0
 I could NEVER hate YOU!  :-),0
 yeah. time zones are a bitch.,0
 whoa you said cunt.. that kinda turned me on ;),0
 awwww im sorry to hear i know you and steph were so excited to move too :( i hate your neighbors sooo much!!!,0
 don't hate!,0
 Believe me most domainers HATE parking their domains. What evidence do you have supporting your allegations?,0
 a friend of mine in history class. He's the best friend of the (closet) gay guy that wants to go out with me.,0
 we say the same things cause we're fucking cool. You know how we roll. Love you like a fat kid loves cake.,0
 Michelle is laughing her ass off as I am currently telling her the stories of last night.,0
 thanks! this is the only thing that sucks about tourns.. playing 3 long grinding session for nothing.,0
 yo yo. so  i emaled you about the 30th you study nerd.  :-)  let me know if that works!  xoxo,0
 fuck yes.,0
 GOOD. YOU'RE FLOODING MY INBOX LIKE THE CEDAR RIVER IN JUNE. BITCH I DON'T KNOW YOUR LIFE.,0
 omg omg omg I am SO happy to see you on here! We're gonna have some fucking kickass fun. Fasten your seatbelt pussycat.,0
 I personally hate all of Narrow Stairs. However  the Hold Steady is great  you're right.,0
 The commercials are just so damn cute! Haha.,0
 i have a headache too... hate having head aches...,0
 What kind of math are you studying?  Just curious.  (I'm a nerd I guess...),0
 ha! not the stomach ache part the big and fat part,0
 Haha  fat chance! Night! LoveLoveLove!,0
 damn right I'm interested. I run beastsoftheeast.com,0
 damn! I guess... Well... Cough cough... I... *smiling*,0
 Fucking brilliant mate! Well done.,0
 I can't believe you're still having Internet issues.  Pain in the ass!,0
 Damn that sounds good.  I love hush puppies!,0
 why you being so emo?!,0
 congratu-fucking-lations  miss jenna!,0
 Dick Rydeeeerrrrssss,0
 Episode 4 fuck boy,0
 i wish i didn't own it  it just takes up space here...i haven't even ever unboxed it  i hate games :P (jk  jk),0
 Don't hate me. I bought the Coldplay EP.,0
 i hate planes...just try to sleep. Have a safe trip!,0
 ouch that sucks.. Sorry I wouldn't even know of one in Cleveland.  I will stick with guitars.,0
 i agree  tooooo damn cold!,0
 so u hate christmas 2?,0
 Damn - I'm really in trouble now. But I always like to take risks and clearly this is going to be one for me...Thx for checkin!,0
 Yes... think about how many 32 oz cups of poison were sold this morning  2go with hearty breakfasts of fat & carbs.,0
 sounds great  what time should I be there? Oh  I hate garlic  can u leave it off my broccoli? Kthxbai &#58389;,0
 Hey Mr.B!  I'm having a nerd fest at the moment playing w/ my new Google Chrome.  How's life with you?,0
 There are a few good knitting videos on Youtube. A combo of those  Stitch n Bitch  and nice neightbor ladies taught me :),0
 Jealous. Want. (But getting to places sucks so bad right now.),0
 don't hate!,0
 haha  i only buy candles that smell like cupcakes... or cookies... i'm so fat.,0
 ha ha ha ha damn good :D,0
 I was *sure* I told you both at the wedding...Damn that open bar!,0
 its fucking terrible my friend and I left,0
 Nope. I fell on my ass on the way home.,0
 it is our wedding anniversary today.  He got me NOTHING. Not even a damn card. So he should go and get me donuts!  LOL,0
 oh man. You would love(or hate) my bacon chocolate.,0
 re:magpie  yeah  like I want to piss off everyone following me on Twitter for whatever they decide to send me \up to....\,0
 I had planned to pick up the kids early  but I'm sitting on my ass now surfing the net...,0
 do you really make them \guzzle\ cum?,0
 Make Jon do his own damn homework... or you should at least get an honorary degree when he graduates...LMMFAO,0
 not disagreeing. just sick of mid-major whining. yep  situation sucks. whining doesn't help nor prove a BCS team is undeserving,0
 i am pro-Gator  not anti-anyone else. i just hate when people are asinine jerks. :),0
 I hate that road. crappy. Reminds me of Joburg. And then every1 is angry when they hit Sir Lowry's pass. . kuck,0
 whore! happy putin day! You think putin is half as hard to kill as rasputin? get it? fuck. I'm funny.,0
 don't you just hate working that early  i hate it with a passion.,0
 ! Jingle fucking Bells ! How is Christmas next wk?  Where does the time go?,0
 HEY. No \fuck beans.\  It's Friday. Get your party pants on  dude.,0
 Doesn't he look a little like a more masculine  less crackhead version of Andy Dick?,0
 @joeschmitt Hey  thanks~ I missed you too! I didn't get ANY cock* in my face for New Year's.  (*fvrd),0
 Awesome. Wouldn't have been near as funny w/o his contagious laughter or all the ass authorities making comments...,0
 You hate France? Are you there now? Why? Is it French boy?,0
 damn  we're in a tight spot,0
 that new almost law sucks. I understand wanting to protect  but we aren't Chinese imports!,0
 lol  that's what i do. i HATE wearing jeans at home  plus the ankles get all cold and wet cause of the snow!,0
 lol  she fell a couple of times and i already kind of hate the walking thing... i can tell i'm gonna LOVE running. haha.,0
 That sucks. Hope you feel better soon.,0
 well that just sucks no matter how you look at it! Try & have a good day..,0
 that is screwed up u set their ass straight! Tell them u will send them a free \dvd\ w/ their order..haha,0
 Checking their catalogue now and damn that a fine list of products they have.,0
 before i click on your link there  i just want to say that i am who i am and if that offends  ive done my fucking job. =),0
 well  i don't get out to places like that much. the \big ass\ burger should have been the first clue to the lever of classy tho.,0
 i remember as a kid i use to love this serial and sofa cum bed episode was the discussion topic next day in school,0
 overall  biz/mktg/PR but still toward the beginning - lot of basic 101s. The one i hate is art. odd since i'm an artistic type,0
 - trying to remember the on-shore fields from late 90's - Bu Hasa  Habshan - damn! cannot remember the rest - good times!,0
 bollocks fuck tits wank cunty cunter.......there you go now I'm worse than you....should buy you a few more naughty words....,0
 thanks :)  but damn  i need to work on this!! you're the second person in a span of 7 days who's told me i'm unlike me :|,0
 FUCK I'M FOLLOWING HIM NOW STFU haha,0
 I don't feel bad. I'm working my ass trying to get some gifts this year  its been a while. Weather I succeed or not  I tried.,0
 For some damn reason I can't no freakin idea  my blocks haven't been working right lately,0
 and we need to make more spooky cock-tail! what flavor v8 did we use?,0
 Its nearly 8pm Mon...coming to u from the future and it looks damn great (madhouse prerequisite = a healthy dose of insanity),0
 You make me look extremly lazy and fat. haha.,0
 damn Dan im online... am i nobody? :-(,0
 Just read about your Dad's heart issues & knee surgery. I had cardiac crisis last summer +prior freak knee. Will share help..,0
 exactly how does it rain like a bitch? i've always wondered....,0
 Damn  something else I wish I would have come up with...Genius!!,0
 ...Aww....That sucks...I was looking forward to all 80....oh well....60 will have to do...,0
 Holy Hell! Up against a brick wall behind a dumpster is my fucking dream  I swear. Used to RP that one for the boys on the net  haha,0
 #NAME?,0
 cum cloape??,0
 wb. cum e pe la munte?,0
 Most soy yogurt tastes like ass. But Whole Soy & Co is *delicious* - even my cats love it: http://veganom.com/,0
 Heading to get the pig soon.,0
 your damn night! I wish I had 666 followers.,0
 is it really called Gay Movie? is it pron?,0
 yeah..very!  I haven't done anything last night bcoz of that! I hate challenges...cant sleep if I turn one down.,0
 Toldja. Actually  the whole thing gets less emo at some point in the archives. And I feel like it's getting even better.,0
 Damn  I miss The Mark Show sometimes. :-),0
 http://itweet.net/web/ kicks some serious ass.,0
 I don't think Brits are religious enough to care. And I hate the \causes\ app. Just a great way to annoy me with shit,0
 thats last years line up?? really oooooo well that sucks lol,0
 oh damn... lol then ill send them when you have a comp or something lol. do you have verizon or no?,0
 I'll let you know when I find out.  If it sucks I'm going to play it up even more so I won't be the only sucker.,0
 Mht. klatrev&#230;g kan du m&#229;ske hive fat i @solberg - han er friluftsmand og tidligere ansat i en Spejder Sport :),0
 I like when you do that!  :-)  You always look so damn cozy & cute,0
 \You look nice today\ makes me want to cut my ears off  but then I laugh my ass off & it's worth it all,0
 Damn  give me some dude!  Me like the Generals poultry!,0
 I guess the difference lies in your assumption that gay is \behavior\ vs mine that it's an inborn trait  like left-handedness,0
 Being gay is not a \behavior\! Until you alter that misperception it will be difficult for you see why gays are upset re RW,0
 And if I'm lucky my whole town will shut down and I wont have to work and deal with shitty ass ppl tomorrow :),0
 ack.. doncha hate when it happens like that tho.. Its been killing me here..,0
 I can give you some tips on how to slut it up  if you'd like.,0
 damn  now I'm hungry,0
 Thank god you said that-my friends think I'm a freak. Also weird-I have to wear high heels when I play drums or my foot cramps up,0
 hahahahaha ROTFL! aww that was a damn funny slip up :),0
 well mt #spokane is open 7days a week now so its the perfect time.  btw i dont hate on skiers.. just talk a little shit :D,0
 I feel like a damn fool I brought two winter coats to atlanta..and for what? ITS HOT DOWN HERE,0
 please don't make me explain every time I say something to piss you off. You fall for it every time.,0
 Word  they're in the way. Always grabbing the ankles and needing food/care. FUCK BABIES.,0
 Those Muggs are still kick ass though. Look! http://tinyurl.com/8ecw8m,0
 If you hate it...you may need to look for new friends in Baltimore. :),0
 that sucks.  do they have free WiFi there at SEATAC?,0
 oh.. you are not even at the party yet?  damn...   them's good lemon drops.,0
 got the \Fail Whale\ once already today... :/,0
 um...wow...tough one... Maybe  two or three people? (and even then  it better be for a damn good reason...;)),0
 Tell B-Mo Speed gon whoop his ass! lol,0
 sorry for your billing probs--i totally hate those sort of messes...good luck!,0
 Ifeel like a nerd saying that  but its true. I've put down lawns  put in bushes  but they always die bcuz Ihave no connection,0
 aww that sucks...im sorry. what a way to start the morning.,0
 i fucking love ELF! ''Santa! I know him'',0
 @gblnetwkr well  we'll see. They claim \adaptive charging\ will keep it going for 1000 full charges. Me = guinea pig. ;),0
 Be ready? Well damn. Yes sir  I will be ready!,0
 DAMN!!!!! That could take a while!......I don't think any of my groupie's would confess anything. Okay  maybe ONE! Lol,0
 I HATE technology  but it makes life easier. The problem is when technology messes ^. Take an online course & ur computer messes up,0
 This is the first day that it has really kicked my ass.  I am DETERMINED so I am considering alternatives.,0
 I pronounce SQL: \Suckwell\. PHP: \Fip\ JPG: \Pig\ (silent J). I also speak fluent Klingon.,0
 what if you hate wrestling jaja or dont like it... is it still good?,0
 Fuck that I have had some gin some vodka and I think Andrew got me rum and coke.,0
 fuck off and die! Thought I would counteract your enthusiasm.,0
 Ok  you figured me out. DAMN!,0
 Have you tried \Out of Africa?\ Fun S. African food in Sugar Land. Location sucks...check it out before it's gone.,0
 Besides  if you can hate something great like Rush  I can hate something horrible like John Stockton.,0
 lochness: yea  he did a good job of getting shunned if not his ass kicked for sometime,0
 Hope you're not getting a full fluoride. Hate that. Good luck!,0
 Santa is Italian.  It's a fact  (the pasta made him fat like me),0
 psh I better be getting a damn good tip!,0
 LMAO. Vista isn't that bad. I did hate it  but on this computer I love it. You just need a faster laptop. Still using my n ...,0
 Get your ass home LOL,0
 he was so fucking cute this morning! I didn't want to leave :),0
 How sweet...Glad I could step up and be the the ass this morning!,0
 Is the xbox controller involved in that to-do list? If so  I'm jealous. Damn you  productivity!,0
 that's why there's the phrase \kick more ass\ exists.,0
 even worse :-( you like them more..fucking tits and what not,0
 Damn  missed the first half-hour and we don't pick up Film4+1. :( Will have to content myself with Family Guy instead.,0
 Damn! That gets rid of the badge but the name still stays! Oh well  thanks for the tip!,0
 hate when that happens..glad you guys are getting settled in,0
 Goes for lawyers  too!  \This is why they hate us  we're only as good as our worst.\,0
 damn I cant get it then  I dont wanna upgrade to 2.2 cuz then I lose my jailbreak,0
 it was a coded message to  the world that her music sucks..or maybe corey hart?,0
 Well  I'm not sure how the thing is in my finger  but there was some drinking on a cold cold cold roof and I got emo.,0
 I'd bet a tasty Fucking Twix (TM) that such fanfic exists...only it's fetish slashfic involving the Guardian of Forever.,0
 that sucks...there are however some decent comic shops in dallas. and MANY half-price books. mecca for cheap trades.,0
 yes  mixed my own margaritas with freshy squeezed lime juice! They kicked ass!,0
 I blogged about my fail whale loyalty last night! on http://refinedgeek. com,0
 ahh damn. Im babysitting at my neighbors now. Are yall staying in town or going back to the city after?,0
 interesting concept but I agree with @couture freak i don't think that's beneficial to u.,0
 well i havnt got any hate mail from mcr yet so i dont think they mind.,0
 I hate getting confused lol.,0
 Thanks very much! It was a lovely day. Getting older sucks less than I was led to believe. :-),0
 that sucks  @krkipp99 plays this game called cube crash that she really likes. You should check it out.,0
 the thing that sucks is if i did not have to work today i really could of slept in because the kids are gone,0
 @ryan_b yup. the design sucks. I wonder if Chris Bangle had anything to do with it. LOL. (joke for the purests out there),0
 I hate when my internet connection messes up.  I am glad yours is working better now. :-),0
 Yeah  this is what this fucking show always does to me. This setup should be cool  but I know -- know! - it will suck.,0
 damn! my breath actually stopped as I thought you'd done that.,0
 i love you so damn much.,0
 HI BEST FUCKING FRIEND!! REPLY ME JAJA  I LOVE YOU MOTHERFUCKER!!! MUA!! OR CK4U!,0
 http://twitpic.com/t9za - ouch! god damn Ray..that looks painful..maybe you should use a pic? lol,0
 that sucks!  can you still walk around or is your balance fubar?,0
 ha! that's awsome  i'm just right at prime so i'm at 4% before this drop  3.5% is pretty kick ass.,0
 I estimated how many hours it would take to redo the program  added on 50% because my estimation sucks and calculated from there.,0
 LMAO......... U starting SH*T already... Ha! It's only 2:30pm there  right! Oh the HATE. Well  I love you dear :-),0
 to b more complete (if u r Twittering Hugh): I don't think Hugh Jackman is gay.,0
 there r things I'm happy about  just not in the Xmas spirit. But thanks 4 the pity and smart ass comments.,0
 :-( it sucks running on no sleep :-(,0
 awww that sucks sir. sorry about that. at least u still have twitter :),0
 - i know  right!? it's lammmeee. except  i'd love her too.she's hot. and funny. you're right. i hate my life.,0
 Bitch forced me on the scale!!! She should be happy I didn't hve my glock!!!!!!,0
 I'd sweat my ass off!,0
 I srsly hate you for getting that stuck in my head. :),0
 They all live in the town in which I grew up  which I hate. So I'm not sure we would get along now. Willing to give it a chance tho.,0
 yeeah  i'm a youngin' it sucks. i'm on the quest for a good one. no luck yet  though,0
 ugh  aj is a fucking douchebag. he was wasted  of course and just really obnoxious. they weren't bad  but they weren't good=/,0
 yeah i dropped by on the way home. Sucks man! But you can tell they were amateurs,0
 I hate that.  I want people to be healthy...but CLEARLY not when it's an inconvenience to me.,0
 Overanalying stuff. Case in point  the reviews for Hot Rod. I lov it \they\ hate it. But it's different strokes for differnt folks,0
 You should check this post out: What to designers hate about people in their field: http://bit.ly/F8Ld,0
 damn i missed the cupcakes!,0
 I JUST WANT THE DAMN LATKES,0
 damn. Maybe we'll just reschedule this game night since it seems too busy for people - ohhhh well! :),0
 it pretty much sucks. He really didn't wait at all with looking did he?,0
 Hmmm maybe but I hate my voice...,0
 still gettin my ass whooped on WII by mom. ur better off than I  sir.,0
 Err:508,0
 I have to go to the Sprint so...oh wait do I really? But when will i have time to go during the week. Fuck me!,0
 damn! I don't pray but I hope she gets well very soon!,0
 now that damn song is in my freaking head! fuck. * does that dance again * hahaha im out night!,0
 I hate the million different windows open to chat. That's why I abuse twitter!,0
 That's fair.  In the meantime  may I also recommend Skinny Cow Mint-Chocolate Cones?  Low in fat  but high in DELICIOUS!,0
 I like your \about\ section on your blog  I feel like my nerd and sweetheart side clash and complement each other too!,0
 fuck ohz... im thinking about it!,0
 damn. i left kahala in the dark with a glow stick. security kick out me and my girls.,0
 the weather sucks right now,0
 my last day is 12/31. We're having a kick-ass going away party...with fireworks and everything! Come by.,0
 http://twitpic.com/tr56 - Do u all believe me now when I tell u this is the best freak show in town?!,0
 Once I reach law school I may call on you for your technical-cum-legal expertise. Law bot sounds impressive!,0
 i hate it when that happens.,0
 thanks  that's the part that is so hard. Hate to see my grandmother hurting.,0
 Nope  didn't sound like an ass :-),0
 So do so. Though I recommend opting out gradually over several years - relatives freak out less then.,0
 what do u wanna know? That I look like I just got caught stealing something??? I hate taking pictures.... This celeb ish is wack,0
 Ooops. I knew that! Totally did (No sarcasm). I hate typos. My fingers are a mind of its own.,0
 lmfao he's so cute tho seriously. im watching the AIR awards interviews omg so fucking cute &lt;3333,0
 omg cum 2 short stak!1!!/,0
 That sucks. I'll be sure to bring some when I visit.,0
 should be in good company.  &lt;talking to self&gt; \hate this wireless keyboard...\,0
 Arghh! I hate being sick! I am praying for fast and full recovery with energy to spare!,0
 Damn that was supposed to be a reply.  ANyway I'll have a couple more I think  not sure what came out well.,0
 i also saw an anti-gay sign re: protesters,0
 that sucks. im sorry.,0
 @paulcarr @mbites re demotix/I&P post comments: the ignorant shld read some history & the knowledgeable grow some fucking balls!,0
